CountryCode,SeriesCode,Year,Description
IRN,BX.KLT.DINV.CD.DT,YR1975,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
IRN,BX.KLT.DINV.CD.DT,YR1976,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
IRN,BX.KLT.DINV.CD.DT,YR1977,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
IRN,BX.KLT.DINV.CD.DT,YR1978,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
IRN,BX.KLT.DINV.CD.DT,YR1979,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
IRN,BX.KLT.DINV.CD.DT,YR1980,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
IRN,BX.KLT.DINV.CD.DT,YR1981,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
IRN,BX.KLT.DINV.CD.DT,YR1982,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
IRN,BX.KLT.DINV.CD.DT,YR1983,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
IRN,BX.KLT.DINV.CD.DT,YR1984,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
IRN,BX.KLT.DINV.CD.DT,YR1985,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
IRN,BX.KLT.DINV.CD.DT,YR1986,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
IRN,BX.KLT.DINV.CD.DT,YR1987,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
IRN,BX.KLT.DINV.CD.DT,YR1988,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
IRN,BX.KLT.DINV.CD.DT,YR1989,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
IRN,BX.KLT.DINV.CD.DT,YR1990,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
IRN,BX.KLT.DINV.CD.DT,YR1991,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
IRN,BX.KLT.DINV.CD.DT,YR1992,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
IRN,BX.KLT.DINV.CD.DT,YR1993,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
IRN,BX.KLT.DINV.CD.DT,YR2001,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
IRN,BX.KLT.DINV.CD.DT,YR2002,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
IRN,BX.KLT.DINV.CD.DT,YR2003,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
IRN,BX.KLT.DINV.CD.DT,YR2004,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
IRN,BX.KLT.DINV.CD.DT,YR2005,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
IRN,BX.KLT.DINV.CD.DT,YR2006,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
IRN,BX.KLT.DINV.CD.DT,YR2007,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
IRN,BX.KLT.DINV.CD.DT,YR2008,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
IRN,BX.KLT.DINV.CD.DT,YR2009,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
KAZ,BX.KLT.DINV.CD.DT,YR1992,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
KAZ,BX.KLT.DINV.CD.DT,YR1993,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
KAZ,BX.KLT.DINV.CD.DT,YR1994,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
GNB,BX.KLT.DINV.CD.DT,YR1975,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
GNB,BX.KLT.DINV.CD.DT,YR1977,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
GNB,BX.KLT.DINV.CD.DT,YR1979,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
GNB,BX.KLT.DINV.CD.DT,YR1984,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
GNB,BX.KLT.DINV.CD.DT,YR1985,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
GNB,BX.KLT.DINV.CD.DT,YR1986,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
GNB,BX.KLT.DINV.CD.DT,YR1987,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
GNB,BX.KLT.DINV.CD.DT,YR1988,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
GNB,BX.KLT.DINV.CD.DT,YR1989,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
GNB,BX.KLT.DINV.CD.DT,YR1990,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
GNB,BX.KLT.DINV.CD.DT,YR1991,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
GNB,BX.KLT.DINV.CD.DT,YR1992,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
GNB,BX.KLT.DINV.CD.DT,YR1993,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
GNB,BX.KLT.DINV.CD.DT,YR1994,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
GNB,BX.KLT.DINV.CD.DT,YR1995,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
GNB,BX.KLT.DINV.CD.DT,YR1996,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
GNB,BX.KLT.DINV.CD.DT,YR1997,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
GNB,BX.KLT.DINV.CD.DT,YR1998,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
GNB,BX.KLT.DINV.CD.DT,YR1999,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
GNB,BX.KLT.DINV.CD.DT,YR2000,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
GNB,BX.KLT.DINV.CD.DT,YR2009,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
GUY,BX.KLT.DINV.CD.DT,YR1978,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
GUY,BX.KLT.DINV.CD.DT,YR1986,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
GUY,BX.KLT.DINV.CD.DT,YR1987,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
GUY,BX.KLT.DINV.CD.DT,YR1988,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
GUY,BX.KLT.DINV.CD.DT,YR1989,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
GUY,BX.KLT.DINV.CD.DT,YR1990,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
GUY,BX.KLT.DINV.CD.DT,YR1991,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
GUY,BX.KLT.DINV.CD.DT,YR2009,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
IND,BX.KLT.DINV.CD.DT,YR1977,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
IND,BX.KLT.DINV.CD.DT,YR1978,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
IND,BX.KLT.DINV.CD.DT,YR1979,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
IND,BX.KLT.DINV.CD.DT,YR1980,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
IND,BX.KLT.DINV.CD.DT,YR1981,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
IND,BX.KLT.DINV.CD.DT,YR1982,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
IND,BX.KLT.DINV.CD.DT,YR1983,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
IND,BX.KLT.DINV.CD.DT,YR1984,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
IND,BX.KLT.DINV.CD.DT,YR1985,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
IND,BX.KLT.DINV.CD.DT,YR1986,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
IND,BX.KLT.DINV.CD.DT,YR1987,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
IND,BX.KLT.DINV.CD.DT,YR1988,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
IND,BX.KLT.DINV.CD.DT,YR1989,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
IND,BX.KLT.DINV.CD.DT,YR1990,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
HTI,BX.KLT.DINV.CD.DT,YR1990,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
HTI,BX.KLT.DINV.CD.DT,YR1994,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
GIN,BX.KLT.DINV.CD.DT,YR2004,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
GIN,BX.KLT.DINV.CD.DT,YR2005,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
GIN,BX.KLT.DINV.CD.DT,YR2006,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
GIN,BX.KLT.DINV.CD.DT,YR2009,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
GMB,BX.KLT.DINV.CD.DT,YR1980,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
GMB,BX.KLT.DINV.CD.DT,YR1982,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
GMB,BX.KLT.DINV.CD.DT,YR1983,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
GMB,BX.KLT.DINV.CD.DT,YR1984,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
GMB,BX.KLT.DINV.CD.DT,YR1985,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
GMB,BX.KLT.DINV.CD.DT,YR1986,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
GMB,BX.KLT.DINV.CD.DT,YR1990,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
GAB,BX.KLT.DINV.CD.DT,YR2006,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
GAB,BX.KLT.DINV.CD.DT,YR2007,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
GAB,BX.KLT.DINV.CD.DT,YR2008,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
GAB,BX.KLT.DINV.CD.DT,YR2009,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
FJI,BX.KLT.DINV.CD.DT,YR2009,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
DMA,BX.KLT.DINV.CD.DT,YR1977,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
DMA,BX.KLT.DINV.CD.DT,YR1981,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
DZA,BX.KLT.DINV.CD.DT,YR1970,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
DZA,BX.KLT.DINV.CD.DT,YR1971,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
DZA,BX.KLT.DINV.CD.DT,YR1972,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
DZA,BX.KLT.DINV.CD.DT,YR1973,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
DZA,BX.KLT.DINV.CD.DT,YR1974,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
DZA,BX.KLT.DINV.CD.DT,YR1975,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
DZA,BX.KLT.DINV.CD.DT,YR1976,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
DZA,BX.KLT.DINV.CD.DT,YR1992,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
DZA,BX.KLT.DINV.CD.DT,YR1996,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
DZA,BX.KLT.DINV.CD.DT,YR1997,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
DZA,BX.KLT.DINV.CD.DT,YR1998,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
DZA,BX.KLT.DINV.CD.DT,YR1999,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
DZA,BX.KLT.DINV.CD.DT,YR2000,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
DZA,BX.KLT.DINV.CD.DT,YR2001,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
DZA,BX.KLT.DINV.CD.DT,YR2002,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
DZA,BX.KLT.DINV.CD.DT,YR2003,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
DZA,BX.KLT.DINV.CD.DT,YR2004,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
DZA,BX.KLT.DINV.CD.DT,YR2005,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
DZA,BX.KLT.DINV.CD.DT,YR2006,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
DZA,BX.KLT.DINV.CD.DT,YR2007,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
DZA,BX.KLT.DINV.CD.DT,YR2008,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
DZA,BX.KLT.DINV.CD.DT,YR2009,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
ERI,BX.KLT.DINV.CD.DT,YR2001,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
ERI,BX.KLT.DINV.CD.DT,YR2002,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
ERI,BX.KLT.DINV.CD.DT,YR2003,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
ERI,BX.KLT.DINV.CD.DT,YR2004,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
ERI,BX.KLT.DINV.CD.DT,YR2005,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
ERI,BX.KLT.DINV.CD.DT,YR2006,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
ERI,BX.KLT.DINV.CD.DT,YR2007,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
ERI,BX.KLT.DINV.CD.DT,YR2008,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
ERI,BX.KLT.DINV.CD.DT,YR2009,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
ETH,BX.KLT.DINV.CD.DT,YR1992,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
ETH,BX.KLT.DINV.CD.DT,YR1993,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
ETH,BX.KLT.DINV.CD.DT,YR1994,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
ETH,BX.KLT.DINV.CD.DT,YR1995,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
ETH,BX.KLT.DINV.CD.DT,YR1996,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
ETH,BX.KLT.DINV.CD.DT,YR1997,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
ETH,BX.KLT.DINV.CD.DT,YR1998,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
ETH,BX.KLT.DINV.CD.DT,YR1999,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
ETH,BX.KLT.DINV.CD.DT,YR2000,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
ETH,BX.KLT.DINV.CD.DT,YR2001,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
ETH,BX.KLT.DINV.CD.DT,YR2002,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
ETH,BX.KLT.DINV.CD.DT,YR2003,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
ETH,BX.KLT.DINV.CD.DT,YR2004,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
ETH,BX.KLT.DINV.CD.DT,YR2009,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
COM,BX.KLT.DINV.CD.DT,YR1982,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
COM,BX.KLT.DINV.CD.DT,YR1996,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
COM,BX.KLT.DINV.CD.DT,YR1997,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
COM,BX.KLT.DINV.CD.DT,YR1998,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
COM,BX.KLT.DINV.CD.DT,YR1999,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
COM,BX.KLT.DINV.CD.DT,YR2000,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
COM,BX.KLT.DINV.CD.DT,YR2001,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
COM,BX.KLT.DINV.CD.DT,YR2002,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
COM,BX.KLT.DINV.CD.DT,YR2003,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
COM,BX.KLT.DINV.CD.DT,YR2004,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
COM,BX.KLT.DINV.CD.DT,YR2005,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
COM,BX.KLT.DINV.CD.DT,YR2006,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
COM,BX.KLT.DINV.CD.DT,YR2007,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
COM,BX.KLT.DINV.CD.DT,YR2008,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
COM,BX.KLT.DINV.CD.DT,YR2009,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
CPV,BX.KLT.DINV.CD.DT,YR2009,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
DJI,BX.KLT.DINV.CD.DT,YR2009,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
COG,BX.KLT.DINV.CD.DT,YR1989,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
COG,BX.KLT.DINV.CD.DT,YR1990,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
COG,BX.KLT.DINV.CD.DT,YR1991,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
COG,BX.KLT.DINV.CD.DT,YR1992,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
COG,BX.KLT.DINV.CD.DT,YR1993,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
COG,BX.KLT.DINV.CD.DT,YR1994,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
COG,BX.KLT.DINV.CD.DT,YR2008,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
COG,BX.KLT.DINV.CD.DT,YR2009,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
BFA,BX.KLT.DINV.CD.DT,YR1970,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
BFA,BX.KLT.DINV.CD.DT,YR1971,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
BFA,BX.KLT.DINV.CD.DT,YR1972,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
BFA,BX.KLT.DINV.CD.DT,YR1973,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
BFA,BX.KLT.DINV.CD.DT,YR1990,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
BFA,BX.KLT.DINV.CD.DT,YR1991,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
BFA,BX.KLT.DINV.CD.DT,YR1992,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
BFA,BX.KLT.DINV.CD.DT,YR1993,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
BFA,BX.KLT.DINV.CD.DT,YR1994,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
BFA,BX.KLT.DINV.CD.DT,YR1995,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
BFA,BX.KLT.DINV.CD.DT,YR1996,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
BFA,BX.KLT.DINV.CD.DT,YR1997,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
BFA,BX.KLT.DINV.CD.DT,YR1998,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
BFA,BX.KLT.DINV.CD.DT,YR1999,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
BFA,BX.KLT.DINV.CD.DT,YR2002,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
BFA,BX.KLT.DINV.CD.DT,YR2003,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
BFA,BX.KLT.DINV.CD.DT,YR2004,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
BFA,BX.KLT.DINV.CD.DT,YR2005,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
BFA,BX.KLT.DINV.CD.DT,YR2006,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
BFA,BX.KLT.DINV.CD.DT,YR2007,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
BFA,BX.KLT.DINV.CD.DT,YR2008,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
BFA,BX.KLT.DINV.CD.DT,YR2009,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
BGD,BX.KLT.DINV.CD.DT,YR1972,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
BGD,BX.KLT.DINV.CD.DT,YR1973,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
BGD,BX.KLT.DINV.CD.DT,YR1974,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
BGD,BX.KLT.DINV.CD.DT,YR1975,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
BGD,BX.KLT.DINV.CD.DT,YR1976,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
BGD,BX.KLT.DINV.CD.DT,YR1977,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
BGD,BX.KLT.DINV.CD.DT,YR1978,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
BGD,BX.KLT.DINV.CD.DT,YR1979,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
BGD,BX.KLT.DINV.CD.DT,YR1980,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
BGD,BX.KLT.DINV.CD.DT,YR1981,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
BGD,BX.KLT.DINV.CD.DT,YR1982,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
BGD,BX.KLT.DINV.CD.DT,YR1985,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
BLR,BX.KLT.DINV.CD.DT,YR1992,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
BLZ,BX.KLT.DINV.CD.DT,YR1970,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
BLZ,BX.KLT.DINV.CD.DT,YR1971,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
BLZ,BX.KLT.DINV.CD.DT,YR1978,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
BLZ,BX.KLT.DINV.CD.DT,YR1979,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
BLZ,BX.KLT.DINV.CD.DT,YR1981,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
CAF,BX.KLT.DINV.CD.DT,YR1995,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
CAF,BX.KLT.DINV.CD.DT,YR1996,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
CAF,BX.KLT.DINV.CD.DT,YR1997,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
CAF,BX.KLT.DINV.CD.DT,YR1998,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
CAF,BX.KLT.DINV.CD.DT,YR1999,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
CAF,BX.KLT.DINV.CD.DT,YR2000,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
CAF,BX.KLT.DINV.CD.DT,YR2001,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
CAF,BX.KLT.DINV.CD.DT,YR2002,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
CAF,BX.KLT.DINV.CD.DT,YR2003,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
CAF,BX.KLT.DINV.CD.DT,YR2004,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
CAF,BX.KLT.DINV.CD.DT,YR2005,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
CAF,BX.KLT.DINV.CD.DT,YR2006,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
CAF,BX.KLT.DINV.CD.DT,YR2007,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
CAF,BX.KLT.DINV.CD.DT,YR2008,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
CAF,BX.KLT.DINV.CD.DT,YR2009,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
BOL,BX.KLT.DINV.CD.DT,YR1970,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
BOL,BX.KLT.DINV.CD.DT,YR1971,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
BOL,BX.KLT.DINV.CD.DT,YR1972,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
BOL,BX.KLT.DINV.CD.DT,YR1973,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
BOL,BX.KLT.DINV.CD.DT,YR1974,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
BOL,BX.KLT.DINV.CD.DT,YR1975,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
BTN,BX.KLT.DINV.CD.DT,YR2003,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
BTN,BX.KLT.DINV.CD.DT,YR2004,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
BTN,BX.KLT.DINV.CD.DT,YR2005,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
BTN,BX.KLT.DINV.CD.DT,YR2006,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
BTN,BX.KLT.DINV.CD.DT,YR2007,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
BTN,BX.KLT.DINV.CD.DT,YR2008,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
BTN,BX.KLT.DINV.CD.DT,YR2009,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
BWA,BX.KLT.DINV.CD.DT,YR2009,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
